CustomerID,I,Iu,Imax,Entropy,BasketNum,SumExp,AvgExp
12448.0,22,22,22,2.78382942202688,1,449.4500000000001,449.4500000000001
12449.0,191,118,59,5.034328999057762,4,4067.29,1016.8225
12450.0,8,7,6,1.8829040824242707,2,197.88,98.94
12451.0,354,265,101,5.634856468411384,5,9035.519999999999,1807.1039999999998
12452.0,22,21,21,2.8572278651341656,2,430.57000000000005,215.28500000000003
12453.0,43,43,43,3.716888185487194,1,707.0899999999999,707.0899999999999
12454.0,15,15,15,2.6081517199000825,1,3528.34,3528.34
12455.0,90,85,41,4.231235288361031,6,2466.8599999999997,411.14333333333326
12456.0,125,105,45,4.390511315475054,3,3181.04,1060.3466666666666
12457.0,62,53,34,3.6644352064837973,7,2363.23,337.6042857142857
12458.0,38,35,19,3.4283717585579043,2,947.4000000000001,473.70000000000005
12461.0,35,35,34,3.095009228829595,2,826.8800000000001,413.44000000000005
12462.0,62,51,40,3.860418262721263,2,1189.59,594.795
12463.0,83,65,23,4.324240691390127,4,1344.7800000000002,336.19500000000005
12464.0,29,6,6,3.1878454190476693,8,1212.0500000000002,151.50625000000002
12465.0,47,46,26,3.7793496035069274,2,742.19,371.095
12468.0,38,36,26,3.4914186506462825,2,729.54,364.77
12472.0,339,219,80,5.603034071711606,7,6572.110000000001,938.8728571428572
12473.0,168,140,99,4.4340215433730075,5,3938.55,787.71
12474.0,424,253,48,5.908020393617314,18,7375.789999999999,409.76611111111106
12475.0,36,36,36,3.4533701281573603,1,723.38,723.38
12476.0,233,177,59,5.180363568933628,11,6816.419999999998,619.6745454545453
12477.0,300,191,90,5.312509487711076,6,13219.739999999998,2203.2899999999995
12478.0,36,36,36,3.2872607633913753,1,680.9900000000002,680.9900000000002
12479.0,31,31,31,3.3194815162046982,1,527.2,527.2
12480.0,154,129,42,4.681025494077672,4,3281.6300000000006,820.4075000000001
12481.0,217,150,48,5.146602066388078,10,5596.32,559.632
12483.0,75,46,16,4.011262754440384,8,2484.9800000000005,310.62250000000006
12484.0,346,256,122,5.432715167668305,6,4541.72,756.9533333333334
12488.0,55,46,27,3.811294346504995,3,1298.66,432.8866666666667
12489.0,15,15,15,2.635048894363489,1,334.92999999999995,334.92999999999995
12490.0,245,131,43,5.303310720309394,10,5417.930000000001,541.7930000000001
12491.0,26,25,26,3.1415922715852855,1,460.4000000000001,460.4000000000001
12492.0,20,19,11,2.9083563336102594,2,263.21,131.605
12493.0,22,20,12,3.054004726389115,2,433.74,216.87
12494.0,77,63,21,4.246291100402169,7,1246.1000000000001,178.01428571428573
12497.0,14,14,14,2.4803510389182772,1,1043.1,1043.1
12498.0,23,21,13,3.0662076786173045,3,403.7,134.56666666666666
12500.0,61,34,11,3.492115811111107,11,4257.82,387.07454545454544
12502.0,147,102,39,4.615619466117317,5,3723.8700000000003,744.7740000000001
12504.0,9,6,6,1.8586822355168247,2,482.04999999999995,241.02499999999998
12506.0,23,23,23,2.943975971071062,1,73.50000000000003,73.50000000000003
12507.0,21,19,13,2.7243501246003303,3,1304.81,434.93666666666667
12508.0,69,57,52,3.9668903535237283,2,398.27,199.135
12509.0,7,7,7,1.7014232506729252,1,176.5,176.5
12510.0,33,29,29,3.121012323564378,2,982.57,491.285
12512.0,34,31,32,3.301963141154977,2,138.03000000000006,69.01500000000003
12513.0,35,35,35,3.420407962864068,1,612.2900000000001,612.2900000000001
12514.0,51,51,51,3.808379667553033,1,1017.6800000000002,1017.6800000000002
12515.0,16,16,16,2.5295161333607505,1,383.7,383.7
12516.0,26,20,13,3.0555817892651294,2,1312.06,656.03
12518.0,124,84,33,4.698006868283911,5,2056.89,411.378
12519.0,18,17,18,2.764833451406272,1,340.84,340.84
12520.0,152,121,60,4.853642699372185,5,2634.260000000001,526.8520000000002
12521.0,38,38,38,3.51639589421301,1,599.6800000000001,599.6800000000001
12522.0,12,11,6,2.4423811113214824,2,192.72,96.36
12523.0,106,84,14,4.617508389382292,11,1789.7700000000002,162.70636363636365
12524.0,144,113,33,4.567322405687036,8,4485.72,560.715
12526.0,71,64,29,4.1815771266441235,3,1316.6599999999999,438.8866666666666
12527.0,18,18,10,2.6856466595939734,3,348.71000000000004,116.23666666666668
12528.0,92,50,31,4.3874622260713325,6,1933.4799999999998,322.2466666666666
12530.0,66,51,20,3.991006712684065,4,1662.2800000000002,415.57000000000005
12531.0,17,17,17,2.5294845455240274,1,125.22,125.22
12532.0,16,16,16,2.6872340995500115,1,349.83,349.83
12534.0,63,63,63,3.9810016176625393,1,1089.18,1089.18
12535.0,34,28,18,3.4481100337919095,2,716.3500000000001,358.17500000000007
12538.0,21,21,21,2.9684219431603465,1,363.95,363.95
12539.0,273,157,93,5.413882102590616,4,5568.349999999999,1392.0874999999999
12540.0,478,277,47,5.827285892422792,17,13400.239999999996,788.2494117647057
12541.0,52,46,24,3.7929755812978296,3,981.1799999999998,327.05999999999995
12544.0,19,19,19,2.8435178505718883,1,372.7,372.7
12545.0,50,42,34,3.7452233913431745,2,1000.39,500.195
12546.0,69,59,45,4.114929701205906,2,1161.5,580.75
12547.0,8,7,6,2.064638486385549,2,207.8,103.9
12548.0,5,5,5,1.5829733864806381,1,95.19999999999999,95.19999999999999
12550.0,57,57,57,3.7758028640858927,1,964.8299999999994,964.8299999999994
12551.0,10,10,10,2.2856239369953957,1,168.0,168.0
12552.0,20,20,19,2.6868202667849626,2,437.81999999999994,218.90999999999997
12553.0,191,95,38,5.118195672994633,10,3692.28,369.228
12556.0,121,100,67,4.547035658646652,2,603.7099999999998,301.8549999999999
12557.0,33,15,15,2.9113820620503423,5,11990.96,2398.192
12558.0,11,11,11,2.0563402086935603,1,269.96000000000004,269.96000000000004
12559.0,21,21,20,2.7405362296172653,2,561.7099999999999,280.85499999999996
12560.0,105,91,76,4.432923913878786,3,2134.01,711.3366666666667
12561.0,16,16,16,2.728013633151774,1,238.85,238.85
12562.0,168,99,29,4.898984881547178,7,3781.74,540.2485714285714
12564.0,21,21,21,2.989732732123219,1,456.9000000000001,456.9000000000001
12565.0,9,9,9,2.1452089786889235,1,145.92,145.92
12566.0,19,19,19,2.8404907663812624,1,351.65000000000003,351.65000000000003
12571.0,34,31,20,3.4521901790196483,2,519.61,259.805
12572.0,60,53,36,3.897234471644238,2,1020.4200000000003,510.21000000000015
12573.0,28,26,28,2.716112743104722,1,160.54,160.54
12574.0,11,11,11,2.3578709930360593,1,218.45000000000002,218.45000000000002
12576.0,88,72,26,4.426911116149557,5,1315.83,263.166
12577.0,147,137,67,4.496306245507662,3,657.8,219.26666666666665
12578.0,114,111,70,4.467162238847225,2,2794.5099999999993,1397.2549999999997
12579.0,29,29,29,3.2561661114204776,1,440.41999999999996,440.41999999999996
12580.0,24,24,24,3.11904373979839,1,415.7,415.7
12581.0,15,15,15,2.669590974170987,1,197.70999999999998,197.70999999999998
12582.0,22,21,12,2.813735489116074,2,511.3599999999999,255.67999999999995
12583.0,247,115,24,5.267390190033481,15,7281.38,485.42533333333336
12584.0,96,44,18,4.396770030645043,9,2338.1499999999996,259.7944444444444
12585.0,87,77,65,4.189773678053019,2,2040.1,1020.05
12586.0,11,11,11,2.2826658784375478,1,196.94,196.94
12587.0,4,4,4,1.3527290342655756,1,144.0,144.0
12588.0,10,10,10,2.2285280687881217,1,214.9,214.9
12589.0,35,29,25,3.427478696872761,2,646.68,323.34
12590.0,68,68,67,4.041333625243818,2,9864.260000000004,4932.130000000002
12591.0,26,26,26,3.0590668938887666,1,452.84999999999985,452.84999999999985
12592.0,18,11,9,2.842260837074787,2,437.6,218.8
12593.0,21,14,11,2.990379760763267,3,418.1,139.36666666666667
12594.0,118,50,24,4.647516167501246,10,3338.2200000000003,333.822
12596.0,27,25,15,2.9960718698582993,2,618.27,309.135
12597.0,206,184,116,5.017138621060768,4,3811.2200000000016,952.8050000000004
12598.0,132,84,26,4.713427898643722,8,3023.0800000000004,377.88500000000005
12599.0,62,32,14,3.999407546369139,7,1032.58,147.51142857142855
12600.0,64,32,9,3.778507985111802,10,2599.04,259.904
12601.0,28,21,9,3.184523896474201,5,577.0600000000001,115.412
12602.0,12,12,12,2.426020081209331,1,153.12000000000003,153.12000000000003
12603.0,2,2,2,0.4566062210649599,1,739.1999999999999,739.1999999999999
12604.0,16,15,10,2.701987469735348,2,254.18,127.09
12607.0,101,101,101,4.545642239888128,1,1579.51,1579.51
12609.0,60,57,27,3.9632583715001632,3,1126.85,375.6166666666666
12610.0,106,85,54,4.447905397498961,5,2099.54,419.908
12611.0,65,65,65,3.969373665973173,1,1193.32,1193.32
12612.0,19,19,19,2.844386550437358,1,704.0400000000001,704.0400000000001
12613.0,153,124,79,4.8704981089953225,5,3344.38,668.876
12614.0,20,20,20,2.980530655601399,1,315.59999999999997,315.59999999999997
12615.0,105,82,31,4.425946838255352,4,2291.19,572.7975
12616.0,32,25,21,3.2917926221281917,2,713.3,356.65
12617.0,42,39,42,3.3674152355530116,1,355.5300000000002,355.5300000000002
12618.0,11,11,11,2.2984347180344487,1,177.31,177.31
12619.0,90,50,17,3.9991770066165424,9,3641.2399999999993,404.58222222222213
12620.0,92,89,35,4.405929247057473,3,1339.4099999999999,446.46999999999997
12621.0,467,261,57,5.677915396584358,20,13689.669999999998,684.4834999999999
12622.0,11,11,11,2.361901795326193,1,180.09999999999997,180.09999999999997
12623.0,18,18,18,2.779487560010575,1,305.1,305.1
12624.0,38,36,19,3.5413900214356353,2,641.13,320.565
12625.0,86,73,53,4.040328033825367,2,2683.8199999999997,1341.9099999999999
12626.0,294,232,62,5.417048043485756,9,6620.48,735.6088888888888
12627.0,230,162,60,5.2992561324448015,7,4478.53,639.79
12628.0,41,34,17,3.6425512370674658,3,786.46,262.15333333333336
12630.0,64,60,35,3.9242802527072334,2,1270.88,635.44
12631.0,31,31,31,3.0650512470358797,1,640.5000000000002,640.5000000000002
12633.0,101,73,38,4.2021374999014975,4,2163.98,540.995
12635.0,101,96,61,4.43782969036193,2,1689.1799999999994,844.5899999999997
12637.0,390,205,77,5.654621032887307,8,6021.899999999998,752.7374999999997
12638.0,39,39,39,3.2705314999971487,1,671.69,671.69
12639.0,22,22,22,2.813814588400053,1,486.1,486.1
12640.0,53,47,42,3.7907598103305036,3,1174.58,391.52666666666664
12641.0,10,10,10,2.2279174597057025,1,185.9,185.9
12642.0,47,39,24,3.6061275390731296,3,1013.26,337.75333333333333
12643.0,24,11,8,2.6308807370197114,6,3344.6400000000003,557.44
12644.0,31,31,31,3.3711416036163695,1,477.9100000000001,477.9100000000001
12645.0,73,58,23,4.135615507444179,4,1775.1799999999998,443.79499999999996
12646.0,45,43,24,3.6572739244797017,2,1346.9699999999998,673.4849999999999
12647.0,121,78,19,4.475941348684939,12,3722.82,310.235
12648.0,21,21,21,2.905776149343754,1,318.05,318.05
12649.0,31,28,17,3.2336178234909463,3,623.51,207.83666666666667
12650.0,20,20,20,2.3336572356466303,1,314.44,314.44
12651.0,9,9,9,2.154290313716414,1,114.00000000000003,114.00000000000003
12652.0,48,48,48,3.6670962161886793,1,919.9799999999998,919.9799999999998
12653.0,43,37,27,3.2834597491278834,2,2209.85,1104.925
12654.0,38,31,11,3.6010165334121695,5,601.98,120.396
12656.0,126,89,37,4.518560439735503,5,4051.17,810.234
12657.0,47,35,28,3.556751789837038,4,1643.1799999999998,410.79499999999996
12658.0,36,36,36,3.501871891479008,1,686.0500000000001,686.0500000000001
12659.0,5,5,5,1.5757427263485342,1,91.68,91.68
12660.0,13,13,13,2.5547164773024953,1,245.10000000000002,245.10000000000002
12662.0,230,129,31,5.35606187193529,11,3849.7800000000007,349.9800000000001
12664.0,37,10,9,3.3077675149175825,9,4881.88,542.4311111111111
12665.0,3,3,3,1.052922565938695,1,63.0,63.0
12667.0,33,33,33,3.077035023085089,1,620.13,620.13
12668.0,161,115,50,4.752806804883262,4,3807.15,951.7875
12669.0,101,98,69,3.287035989768121,3,2744.03,914.6766666666667
12670.0,92,58,23,4.358501468917971,5,2996.0499999999997,599.2099999999999
12672.0,10,10,10,2.178273150587951,1,225.9,225.9
12673.0,42,42,23,3.522177261992654,2,610.52,305.26
12674.0,83,52,24,4.157374831862667,4,1970.6,492.65
12676.0,45,33,12,3.5938613832884676,6,1331.39,221.89833333333334
12678.0,165,105,61,4.571131786598921,12,17628.460000000003,1469.0383333333336
12679.0,48,43,42,3.672540225591677,4,1113.0200000000002,278.25500000000005
12680.0,53,33,20,3.9083655329885647,4,880.8099999999998,220.20249999999996
12681.0,638,267,50,6.210438851761747,22,13787.54,626.7063636363637
12683.0,344,177,48,5.515405555611186,15,8476.57,565.1046666666666
12684.0,105,61,30,4.479450507605645,7,2283.63,326.23285714285714
12685.0,157,117,64,4.914039092731446,6,2863.08,477.18
12686.0,7,7,7,1.905378469302683,1,89.14,89.14
12689.0,72,57,38,4.138563017115258,2,1247.6100000000004,623.8050000000002
12690.0,16,16,16,2.65275464472174,1,389.00999999999993,389.00999999999993
12691.0,32,21,9,3.1018717075955236,6,1035.8,172.63333333333333
12693.0,39,35,12,3.5143804670128818,4,855.91,213.9775
12694.0,37,32,20,3.4001208471613875,2,869.6699999999998,434.8349999999999
12695.0,27,23,13,3.1271110003837213,4,582.1,145.525
12697.0,41,37,19,3.5127154006087027,3,957.5900000000001,319.1966666666667
12700.0,268,193,89,5.388444640411692,4,4939.989999999998,1234.9974999999995
12701.0,53,50,32,3.8714289113449567,2,797.71,398.855
12702.0,12,12,12,2.4750148544369965,1,219.0,219.0
12703.0,21,21,21,2.9706504582408404,1,283.54999999999995,283.54999999999995
12704.0,88,64,20,4.145584258914015,8,2340.84,292.605
12705.0,334,228,63,5.593657389437503,9,6868.289999999999,763.1433333333332
12707.0,33,33,33,3.272322802399076,1,603.42,603.42
12708.0,157,86,21,4.981307908470969,10,2712.9100000000003,271.29100000000005
12709.0,208,93,42,4.912008954500741,15,9736.52,649.1013333333334
12710.0,77,75,44,4.21887763349743,3,1149.0200000000004,383.00666666666683
12712.0,133,58,16,4.672383982146628,13,4396.13,338.1638461538462
12713.0,38,38,38,3.4606622259467805,1,848.5499999999998,848.5499999999998
12714.0,259,216,69,5.3275375757686625,5,4708.860000000001,941.7720000000002
12715.0,21,20,21,2.799199116134723,1,353.85999999999996,353.85999999999996
12716.0,69,60,45,4.146021551084316,2,1053.4899999999996,526.7449999999998
12717.0,55,49,31,3.7677020701912354,2,1030.98,515.49
12718.0,19,19,19,2.764623700038854,1,238.25000000000003,238.25000000000003
12719.0,39,34,21,3.5981739077854957,2,644.95,322.475
12720.0,354,211,30,5.712772210470704,25,5781.7300000000005,231.2692
12721.0,161,133,36,4.960624506799376,6,2656.13,442.68833333333333
12722.0,53,50,29,3.802403313883095,4,997.6299999999999,249.40749999999997
12723.0,69,53,35,3.8687734441933808,5,725.0699999999999,145.01399999999998
12724.0,53,47,27,3.8869940874580027,4,1031.4100000000003,257.8525000000001
12725.0,24,24,24,3.0927191462917967,1,427.79999999999995,427.79999999999995
12726.0,124,57,36,4.690405146823655,7,2609.1000000000004,372.72857142857146
12727.0,139,109,48,4.6005097026506485,7,3980.7000000000007,568.6714285714287
12728.0,46,38,13,3.7404183552570034,4,836.3299999999999,209.08249999999998
12729.0,26,26,26,3.2007802184912166,1,453.0100000000001,453.0100000000001
12731.0,274,109,46,5.256341010499429,12,18895.91,1574.6591666666666
12732.0,12,12,12,2.3157400935467134,1,236.2600000000001,236.2600000000001
12733.0,22,22,22,2.767272920103523,1,383.95,383.95
12734.0,4,4,4,1.1196086804741836,1,110.39999999999999,110.39999999999999
12735.0,43,38,22,3.6103445681738027,2,779.5699999999998,389.7849999999999
12736.0,4,4,4,1.3419660155830435,1,234.00000000000003,234.00000000000003
12738.0,11,11,11,2.371181714523739,1,155.35,155.35
12739.0,38,38,37,3.1994487731638004,2,1013.0400000000001,506.52000000000004
12740.0,27,27,27,3.2257521613436273,1,427.5999999999999,427.5999999999999
12743.0,134,114,83,4.599316509249939,2,546.43,273.215
12744.0,222,178,75,3.818538753330169,7,21279.289999999997,3039.898571428571
12747.0,103,42,15,4.227352467653144,11,4196.01,381.4554545454546
12749.0,199,160,84,5.189423530583517,5,4090.880000000001,818.1760000000002
12750.0,15,15,15,2.635278964316221,1,275.88,275.88
12752.0,53,53,53,3.629055848061924,1,4366.779999999999,4366.779999999999
12753.0,197,132,48,5.086672086919401,6,21429.39,3571.565
12754.0,63,49,37,2.6994967146203006,3,3010.74,1003.5799999999999
12755.0,4,4,3,0.03355938871042066,2,3811.95,1905.975
12756.0,4,4,4,1.1671964063056126,1,112.08000000000001,112.08000000000001
12758.0,97,84,56,4.409232296162875,2,2791.59,1395.795
12759.0,95,81,39,4.461399544577384,3,1531.44,510.48
12762.0,69,62,48,3.878260846274093,2,1898.5200000000007,949.2600000000003
12763.0,18,16,16,2.5061438569419114,2,494.08,247.04
12764.0,45,45,45,3.568341897712564,1,1693.8800000000003,1693.8800000000003
12766.0,310,205,61,5.541421603802981,7,6989.629999999999,998.5185714285714
12769.0,32,32,32,3.1745651418259992,1,1143.6000000000001,1143.6000000000001
12770.0,12,12,12,2.3405154413517235,1,1351.4499999999998,1351.4499999999998
12772.0,55,55,55,3.72360504020617,1,892.4700000000004,892.4700000000004
12775.0,66,47,15,4.073889753118001,5,1386.04,277.20799999999997
12778.0,50,40,11,3.7794435268078272,6,822.23,137.03833333333333
12779.0,149,88,45,4.851732947222291,8,3981.3599999999997,497.66999999999996
12781.0,25,25,15,3.112412464133926,2,826.74,413.37
12782.0,103,81,30,4.414272280583089,5,2330.92,466.184
12783.0,84,76,34,3.8097071658977213,6,2225.91,370.98499999999996
12784.0,59,54,58,3.6444241555307393,2,574.42,287.21
12785.0,14,14,14,2.5362174586393964,1,311.95,311.95
12787.0,20,17,8,2.8667635341251625,3,463.65999999999997,154.5533333333333
12789.0,4,4,4,1.3015451658873403,1,91.85000000000001,91.85000000000001
12790.0,21,21,21,2.904723126068389,1,324.9200000000001,324.9200000000001
12791.0,2,2,2,0.273564817517471,1,192.60000000000002,192.60000000000002
12792.0,25,25,25,3.110185079319441,1,400.54,400.54
12793.0,24,21,17,3.026047986645586,2,545.48,272.74
12794.0,45,43,25,3.690789839504816,2,860.4100000000001,430.20500000000004
12795.0,14,14,14,2.38445210321952,1,430.4800000000001,430.4800000000001
12797.0,13,13,13,2.489467866569358,1,254.03,254.03
12798.0,8,6,6,1.3967893252305128,3,6977.039999999999,2325.68
12802.0,25,25,25,3.109687435028995,1,427.5799999999999,427.5799999999999
12808.0,28,27,12,3.3121299428243742,3,483.65,161.21666666666667
12809.0,25,25,25,3.0390947657205114,1,489.31,489.31
12811.0,31,27,16,3.3695984274922224,3,514.85,171.61666666666667
12812.0,15,15,15,2.644117548262427,1,229.63999999999993,229.63999999999993
12814.0,2,2,2,0.6250945683452025,1,125.92,125.92
12815.0,47,38,31,3.6416255530635167,2,1063.4599999999998,531.7299999999999
12816.0,29,27,15,3.210418680001857,2,572.2,286.1
12817.0,4,4,4,1.348055350709946,1,166.04,166.04
12818.0,14,14,14,2.1718875696660462,1,1542.08,1542.08
12820.0,59,55,22,4.026795136536151,4,942.34,235.585
12821.0,6,6,6,1.7566073647488372,1,92.72,92.72
12822.0,46,41,37,3.662995876233819,2,948.8799999999998,474.4399999999999
12823.0,5,1,1,1.5481559970055085,5,1759.5,351.9
12824.0,25,25,25,3.092738630875121,1,397.11999999999995,397.11999999999995
12826.0,91,58,24,4.4477557260220255,7,1474.7199999999998,210.67428571428567
12827.0,25,19,15,3.1215000848438965,3,430.15,143.38333333333333
12828.0,56,46,13,3.9041242026131653,6,1018.7099999999999,169.785
12829.0,11,9,6,2.1729240063940147,2,293.0,146.5
12830.0,38,13,13,3.392495641179713,6,6814.639999999999,1135.7733333333333
12831.0,9,9,9,2.1254673553441368,1,215.05,215.05
12832.0,27,27,18,3.260589756791593,2,383.03,191.515
12833.0,24,24,24,3.1386998984458145,1,417.37999999999994,417.37999999999994
12834.0,18,18,18,2.8642338881338527,1,312.38,312.38
12836.0,175,148,62,4.843129318031738,4,2612.86,653.215
12837.0,12,12,12,2.323797046593251,1,134.1,134.1
12838.0,123,115,64,4.429699653382737,2,683.1299999999999,341.56499999999994
12839.0,314,95,31,5.640894689213801,14,5591.420000000001,399.3871428571429
12840.0,113,67,50,4.638991231295353,4,2726.77,681.6925
12841.0,420,229,28,5.636050992790425,25,4022.35,160.894
12842.0,34,34,20,3.179905915041449,2,1118.99,559.495
12843.0,103,69,33,4.376845670876672,8,1702.2600000000002,212.78250000000003
12844.0,52,47,28,3.5901778742015504,2,325.96000000000004,162.98000000000002
12845.0,27,26,21,1.5565606415006763,4,354.09,88.5225
12847.0,91,72,91,3.85880725967996,1,871.5399999999998,871.5399999999998
12849.0,51,47,36,3.5494541003766464,2,1050.8899999999999,525.4449999999999
12851.0,50,43,50,3.5190470036174473,1,135.17999999999995,135.17999999999995
12852.0,17,17,17,2.8016293159795533,1,311.54999999999995,311.54999999999995
12853.0,78,66,29,4.1993203347848915,6,1957.1000000000001,326.18333333333334
12854.0,110,95,42,4.284822186470042,3,1324.5,441.5
12855.0,3,3,3,1.0617679930386195,1,38.1,38.1
12856.0,314,155,80,5.438336890038185,6,2179.93,363.32166666666666
12857.0,46,37,34,3.7279116110900805,2,1106.4,553.2
12863.0,5,5,5,1.0824654153208872,1,521.2,521.2
12864.0,3,3,3,0.6063049239945907,1,147.12,147.12
12865.0,95,86,58,4.462865628359537,2,1568.2299999999996,784.1149999999998
12866.0,26,26,26,3.109775755626671,1,559.1199999999999,559.1199999999999
12867.0,538,240,105,5.984074108594494,7,4036.82,576.6885714285714
12868.0,107,72,29,4.592508097040542,6,1607.06,267.8433333333333
12871.0,11,8,7,1.829228277296844,2,380.64,190.32
12872.0,66,58,38,3.8403018657024166,2,599.97,299.985
12873.0,4,4,4,1.3730039128771998,1,374.0,374.0
12875.0,2,1,1,0.4123917226972368,2,343.2300000000001,171.61500000000004
12876.0,85,67,51,4.198385418384079,2,2218.0200000000004,1109.0100000000002
12877.0,154,100,60,4.541186557062445,12,1535.77,127.98083333333334
12878.0,47,38,28,3.788931961107514,2,854.99,427.495
12879.0,10,7,4,1.919107763030667,3,573.22,191.07333333333335
12881.0,7,7,7,1.2606950830527996,1,298.0,298.0
12882.0,13,12,8,2.446203951579315,2,1463.04,731.52
